SUBSTÂNCIA	PRODUTO	CLASSE TERAPÊUTICA	TIPO DE PRODUTO (STATUS DO PRODUTO)	TARJA	DESTINAÇÃO COMERCIAL 
FOSFATO DE CLINDAMICINA	FOSFATO DE CLINDAMICINA	J1F - MACROLIDEOS E SIMILARES	Genérico	- (*) 	
FOSFATO DE CLINDAMICINA	CLINDARIX	J1F - MACROLIDEOS E SIMILARES	Similar	Tarja Vermelha	
FOSFATO DE CODEÍNA	CODEIN	N2A - ANALGÉSICOS NARCÓTICOS	Novo	Tarja Vermelha sob restrição	
FOSFATO DE CODEÍNA	COD	N2A - ANALGÉSICOS NARCÓTICOS	Similar	Tarja Vermelha sob restrição	
FOSFATO DE CODEÍNA HEMI-HIDRATADO	FOSFATO DE CODEÍNA	N2A - ANALGÉSICOS NARCÓTICOS	Genérico	Tarja Vermelha sob restrição	
FOSFATO DE CODEÍNA HEMI-HIDRATADO	FOSFATO DE CODEÍNA	N2A - ANALGÉSICOS NARCÓTICOS	Genérico	Tarja Vermelha sob restrição	
FOSFATO DE CODEÍNA HEMI-HIDRATADO	FOSFATO DE CODEÍNA	N2A - ANALGÉSICOS NARCÓTICOS	Genérico	Tarja Vermelha sob restrição	
FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA	ORGANONEURO CEREBRAL	A11D9 - OUTRAS ASSOCIAÇÕES DE VITAMINA B1	Específico	Tarja Sem Tarja	
FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO	CALCIFIX COMPOSTO B12	A11A4 - OUTROS POLIVITAMÍNICOS COM MINERAIS	Específico	Tarja Sem Tarja	
FOSFATO DE CÁLCIO TRIBÁSICO;COLECALCIFEROL	BONECAL D	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	Tarja Vermelha	
FOSFATO DE FLUDARABINA	FLUDALIBBS	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	- (*) 	
FOSFATO DE FLUDARABINA	EVOFLUBINA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	- (*) 	
FOSFATO DE OSELTAMIVIR	TAMIFLU	J5B4 - ANTIVIRAIS PARA INFLUENZA	Novo	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	UNIFLU	J5B4 - ANTIVIRAIS PARA INFLUENZA	Similar	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	GLOBOFLU	J5B4 - ANTIVIRAIS PARA INFLUENZA	Similar	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	OSELGUARD	J5B4 - ANTIVIRAIS PARA INFLUENZA	Similar	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	FARMANGUINHOS OSELTAMIVIR	J5B4 - ANTIVIRAIS PARA INFLUENZA	Similar	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	FOSFATO DE OSELTAMIVIR	J5B4 - ANTIVIRAIS PARA INFLUENZA	Genérico	Tarja Vermelha	
FOSFATO DE OSELTAMIVIR	OSELFLU	J5B4 - ANTIVIRAIS PARA INFLUENZA	Similar	Tarja Vermelha	
FOSFATO DE OSILODROSTATE	ISTURISA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Novo	Tarja Vermelha	
FOSFATO DE POTÁSSIO DIBÁSICO;FOSFATO DE POTÁSSIO MONOBÁSICO	FOSFATO DE POTÁSSIO	K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS	Específico	Tarja Vermelha	
FOSFATO DE RUXOLITINIBE	JAKAVI	L1H7 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, JAK	Novo	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA	FOSFATO DE SITAGLIPTINA	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Genérico	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA	SITAR	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Similar	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA	FOSFATO DE SITAGLIPTINA	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Genérico	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	JANUVIA	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Novo	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	FOSFATO DE SITAGLIPTINA	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Genérico	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	NIMEGON	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Similar	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	JANUVIA	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Novo	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	FOSFATO DE SITAGLIPTINA MONOIDRATADO	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Genérico	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO	SITGLU	A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS	Similar	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA	NIMEGON MET	A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS	Similar	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA	JANUMET	A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS	Novo	Tarja Vermelha	
FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA	SITGLU MET	A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS	Similar	Tarja Vermelha	
FOSFATO DE SÓDIO DIBÁSICO DI-HIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	PHOXILIUM	K6A - SOLUÇÕES PARA HEMODIÁLISE	Específico	Tarja Vermelha	
FOSFATO DE SÓDIO DIBÁSICO DIIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO	BIPHOZYL	K6A - SOLUÇÕES PARA HEMODIÁLISE	Específico	Tarja Vermelha	
FOSFATO DE SÓDIO DIBÁSICO HEPTAIDRATADO;FOSFATO DE SÓDIO MONOBÁSICO MONOIDRATADO	ENEMA JP	A6A4 - LAXANTES ENEMAS	Específico	Tarja Sem Tarja	
FOSFATO DE TEDIZOLIDA	SIVEXTRO	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Novo	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA	FOSFATO DISSÓDICO DE BETAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA	BETA-LONG	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA	CELESTONE SOLUSPAN	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Novo	- (*) 	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	BETATRINTA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	PERMESE	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	DUOFLAM	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	BETAPROSPAN	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	FOSFATO DISSÓDICO DE BETAMETASONA + DIPROPIONATO DE BETAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	BECLONATO	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	DIPROPIONATO DE BETAMETASONA + FOSFATO DISSÓDICO DE BETAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA	DIPROSPAN	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Novo	Tarja Vermelha	
FOSFATO DISSÓDICO DE CITIDINA;ACETATO DE HIDROXOCOBALAMINA;TRIFOSFATO TRISSÓDICO DE URIDINA	ETNA	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	CORTICOIDEX	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	FOSFATO DISSÓDICO DE DEXAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	FOSFATO DISSODICO DE DEXAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	- (*) 	
FOSFATO DISSÓDICO DE DEXAMETASONA	FOSFATO DISSODICO DE DEXAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	UNIDEXA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	DECADRON INJETÁVEL	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	FOSFATO DISSÓDICO DE DEXAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA	FOSFATO DISSÓDICO DE DEXAMETASONA	H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS	Genérico	- (*) 	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE MOXIFLOXACINO	VIGADEXA	S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Novo	Tarja Vermelha sob restrição	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE MOXIFLOXACINO	ZANTY DUO	S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	Tarja Vermelha sob restrição	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE MOXIFLOXACINO	FACOBA®	S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	Tarja Vermelha sob restrição	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	DEXANEURIN	M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	CLORIDRATO DE TIAMINA + CLORIDRATO DE PIRIDOXINA + CIANOCOBALAMINA + FOSFATO DISSÓDICO DE DEXAMETASONA	M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES	Genérico	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	DEXALGEN NF	H2B - ASSOCIAÇÕES DE CORTICOSTERÓIDES SISTÊMICOS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	CITOBÊ-DEXA	M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	RENOVI B PLUS	H2B - ASSOCIAÇÕES DE CORTICOSTERÓIDES SISTÊMICOS	Similar	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA	DEXA-CITONEURIN NFF	H2B - ASSOCIAÇÕES DE CORTICOSTERÓIDES SISTÊMICOS	Novo	Tarja Vermelha	
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA	DEXAVISON	S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	- (*) 	
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA	DECADRON COLÍRIO	S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	Tarja Vermelha sob restrição	
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA;CLORIDRATO DE FENILEFRINA	DECADRON NASAL	R1A3 - CORTICOSTERÓIDES NASAIS COM ANTI-INFECCIOSOS	Similar	- (*) 	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PRENI	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PERCOIDE	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	EMS-PRED	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	- (*) 	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SODICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PROSOLIN	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	ZASTAT	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PRELONE	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PREDSIGMA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Similar	- (*) 	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	FOSFATO SÓDICO DE PREDNISOLONA	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Genérico	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PREDSIM	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Novo	Tarja Vermelha	
FOSFATO SÓDICO DE PREDNISOLONA	PREDSIM ODT	H2A2 - CORTICOSTERÓIDES ORAIS PUROS	Novo	Tarja Vermelha	
FOSFOMICINA TROMETAMOL	MONURIL	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Novo	- (*) 	
FOSFOMICINA TROMETAMOL	TRATURIL	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Similar	Tarja Vermelha	
FOSFOMICINA TROMETAMOL	MYFOS	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Similar	Tarja Vermelha sob restrição	
FOSFOMICINA TROMETAMOL	FOSFOMICINA TROMETAMOL	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Genérico	Tarja Vermelha sob restrição	
FOSFOMICINA TROMETAMOL	FOSMORYL	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Similar	Tarja Vermelha sob restrição	
FOSFOMICINA TROMETAMOL	VIZURIA	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Similar	Tarja Vermelha sob restrição	
FOSFOMICINA TROMETAMOL	CYSTOREN	J1X9 - TODOS OS OUTROS ANTIBIÓTICOS	Similar	Tarja Vermelha sob restrição	
FOSTENSAVIR TROMETAMOL	RUKOBIA	J5C4 - ANTIVIRAIS HIV, INIBIDORES DE ENTRADA	Novo	Tarja Vermelha	
FOTEMUSTINA	MUPHORAN	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Novo	- (*) 	
FRANGULA PURSHIANA (DC.) A. GRAY	CÁSCARA SAGRADA BIONATUS	V3X9 - OUTRAS PREPARAÇÕES  TERAPÊUTICAS	Fitoterápico	Tarja Sem Tarja	
FREMANEZUMABE	AJOVY	N2C2 - ANTAGONISTAS DA CGRP ANTI-ENXAQUECA	Biológico	- (*) 	
FRUTOSE	FRUTOSE 5%	K1B3 - SOLUÇÕES CARBOHIDRATOS <10%	Específico	- (*) 	
FRUTOSE;DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA;GLICOSE	DRAMIN B6 DL	A4A9 - OUTROS ANTIEMÉTICOS E ANTINAUSEANTES	Novo	Tarja Vermelha	
FRUTOSE;NICOTINAMIDA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA	NEO CEBETIL COMPLEXO	A11E3 - OUTRAS ASSOCIAÇÕES COM COMPLEXO B	Específico	- (*) 	
FULVESTRANTO	POEMMY	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	SELETIV	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	VEQUILE	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	BRYST	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	REZIMORP	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	FASLODEX	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Novo	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	FUVEX	L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS	Similar	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	FULVY	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha sob restrição	
FULVESTRANTO	SUPRENIQ	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha sob restrição	
FULVESTRANTO	FULVAFIT	L2B9 - OUTROS CITOSTÁTICOS ANTAGONISTAS HORMONAIS	Similar	Tarja Vermelha	
FULVESTRANTO	FULVESTRANTO	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FULVESTRANTO	MYLVESTON	L2B1 - HORMÔNIOS ANTIESTROGÊNEOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FUMARATO DE CETOTIFENO	ASMOFEN	R3C2 - ANTIASMÁTICOS/DPOC ANTIINFLAMATORIOS NÃO ESTEROIDAIS RESPIRATÓRIOS SISTÊMICOS	Similar	- (*) 	
FUMARATO DE CETOTIFENO	OCTIFEN	S1G3 - ANTIALÉRGICOS OFTAMOLÓGICOS, MÚLTIPLA AÇÃO	Similar	Tarja Vermelha	
FUMARATO DE CETOTIFENO	FUMARATO DE CETOTIFENO	R3C2 - ANTIASMÁTICOS/DPOC ANTIINFLAMATORIOS NÃO ESTEROIDAIS RESPIRATÓRIOS SISTÊMICOS	Genérico	Tarja Vermelha	
FUMARATO DE CETOTIFENO	FUMARATO DE CETOTIFENO	R3C2 - ANTIASMÁTICOS/DPOC ANTIINFLAMATORIOS NÃO ESTEROIDAIS RESPIRATÓRIOS SISTÊMICOS	Genérico	- (*) 	
FUMARATO DE CLEMASTINA;ACETATO DE DEXAMETASONA	EMISTIN	D7B4 - OUTRAS ASSOCIAÇÕES DE CORTICOSTERÓIDES	Novo	- (*) 	
FUMARATO DE DIMETILA	FUMARATO DE DIMETILA	N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA	Genérico	Tarja Vermelha	
FUMARATO DE DIMETILA	DYFUCERT	N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA	Similar	Tarja Vermelha	
FUMARATO DE DIMETILA	FUMARATO DE DIMETILA	N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA	Genérico	Tarja Vermelha	
FUMARATO DE DIMETILA	TECFIDERA	N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA	Novo	Tarja Vermelha	
FUMARATO DE FORMOTEROL	FORMOCAPS	R3A3 - ANTIASMÁTICOS/DPOC AGONISTAS B2 LONGA AÇÃO INALANTE	Similar	- (*) 	
FUMARATO DE FORMOTEROL	FLUIR	R3A3 - ANTIASMÁTICOS/DPOC AGONISTAS B2 LONGA AÇÃO INALANTE	Similar	Tarja Vermelha	
FUMARATO DE FORMOTEROL DIIDRATADO;BUDESONIDA	FORASEQ	R3F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES	Novo	Tarja Vermelha	
FUMARATO DE RUPATADINA	RUPAFIN	R6A - ANTI-HISTAMÍNICOS SISTÊMICOS	Novo	- (*) 	
FUMARATO DE TENOFOVIR DESOPROXILA	FUMARATO DE TENOFOVIR DESOPROXILA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Genérico	Tarja Vermelha sob restrição	
FUMARATO DE TENOFOVIR DESOPROXILA	FUMARATO DE TENOFOVIR DESOPROXILA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Genérico	- (*) 	
FUMARATO DE TENOFOVIR DESOPROXILA	FUMARATO DE TENOFOVIR DESOPROXILA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Genérico	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;ENTRICITABINA	TRUVADA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Novo	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;ENTRICITABINA	ENTRICITABINA + FUMARATO DE TENOFOVIR DESOPROXILA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Genérico	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;ENTRICITABINA	ENTRICITABINA + FUMARATO DE TENOFOVIR DESOPROXILA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Genérico	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;ENTRICITABINA	BINAV	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Similar	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;LAMIVUDINA	LAFEPE FUMARATO DE TENOFOVIR DESOPROXILA + LAMIVUDINA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Novo	Tarja Vermelha	
FUMARATO DE TENOFOVIR DESOPROXILA;LAMIVUDINA	DUPLA	J5C1 - ANTIVIRAIS ANTI-HIV INIBIDORES DA TRANSCRIPTASE REVERSA NUCLEOSÍDEOS E NUCLEOTÍDEOS	Novo	Tarja Vermelha	
